id,first_name,last_name,dob,height,weight,pos,draft_position,draft_year,country
200755,JJ,Redick,1984-06-24,76.0,190.0,G,11,2006,USA
203186,Willie,Reed,1990-05-16,83.0,245.0,F-C,UNDRAFTED,,USA
1626196,Josh,Richardson,1993-09-15,78.0,200.0,G,40,2015,USA
1627781,Malachi,Richardson,1996-01-05,78.0,205.0,G,22,2016,USA
203085,Austin,Rivers,1992-08-01,76.0,200.0,G,10,2012,USA
203460,Andre,Roberson,1991-12-04,79.0,210.0,F,26,2013,USA
203148,Brian,Roberts,1985-12-03,73.0,173.0,G,UNDRAFTED,,USA
203080,Thomas,Robinson,1991-03-17,82.0,237.0,F,5,2012,USA
203922,Glenn,Robinson III,1994-01-08,78.0,222.0,G-F,40,2014,USA
200771,Sergio,Rodriguez,1986-06-12,75.0,176.0,G,27,2006,Spain
200765,Rajon,Rondo,1986-02-22,73.0,186.0,G,21,2006,USA
201565,Derrick,Rose,1988-10-04,75.0,190.0,G,1,2008,USA
203082,Terrence,Ross,1991-02-05,79.0,195.0,F,8,2012,USA
1626179,Terry,Rozier,1994-03-17,74.0,190.0,G,16,2015,USA
201937,Ricky,Rubio,1990-10-21,76.0,190.0,G,5,2009,Spain
204014,Damjan,Rudez,1986-06-17,82.0,228.0,F,UNDRAFTED,,Croatia
201575,Brandon,Rush,1985-07-07,78.0,225.0,G-F,13,2008,USA
1626156,D'Angelo,Russell,1996-02-23,77.0,195.0,G,2,2015,USA
1627734,Domantas,Sabonis,1996-05-03,83.0,240.0,F,11,2016,Lithuania
203967,Dario,Saric,1994-04-08,82.0,223.0,F,12,2014,Croatia
203107,Tomas,Satoransky,1991-10-30,79.0,210.0,G-F,32,2012,Czech Republic
203471,Dennis,Schroder,1993-09-15,73.0,172.0,G,17,2013,Germany
200757,Thabo,Sefolosha,1984-05-02,79.0,220.0,F,13,2006,Switzerland
1627782,Wayne,Selden,1994-09-30,77.0,230.0,G,UNDRAFTED,,USA
202338,Kevin,Seraphin,1989-12-07,82.0,278.0,F-C,17,2010,France
201196,Ramon,Sessions,1986-04-11,75.0,190.0,G,56,2007,USA
202697,Iman,Shumpert,1990-06-26,77.0,220.0,G,17,2011,USA
1627783,Pascal,Siakam,1994-04-02,81.0,230.0,F,27,2016,Cameroon
1627732,Ben,Simmons,1996-07-20,82.0,240.0,F,1,2016,Australia
203613,Jonathon,Simmons,1989-09-14,78.0,195.0,G-F,UNDRAFTED,,USA
202713,Kyle,Singler,1988-05-04,80.0,228.0,F,33,2011,USA
203935,Marcus,Smart,1994-03-06,76.0,220.0,G,6,2014,USA
202397,Ish,Smith,1988-07-05,72.0,175.0,G,UNDRAFTED,,USA
201160,Jason,Smith,1986-03-02,84.0,240.0,F-C,20,2007,USA
2747,JR,Smith,1985-09-09,78.0,225.0,G,18,2004,USA
203503,Tony,Snell,1991-11-10,79.0,217.0,G-F,20,2013,USA
201578,Marreese,Speights,1987-08-04,82.0,255.0,F-C,16,2008,USA
201168,Tiago,Splitter,1985-01-01,83.0,245.0,C-F,28,2007,Brazil
203917,Nik,Stauskas,1993-10-07,78.0,205.0,G,8,2014,Canada
202362,Lance,Stephenson,1990-09-05,77.0,230.0,G,40,2010,USA
1627754,Diamond,Stone,1997-02-10,83.0,255.0,C,40,2016,USA
204002,Edy,Tavares,1992-03-22,87.0,265.0,C,43,2014,Cabo Verde
1627819,Isaiah,Taylor,1994-07-11,75.0,170.0,G,UNDRAFTED,,USA
201952,Jeff,Teague,1988-06-10,74.0,186.0,G,19,2009,USA
203141,Mirza,Teletovic,1985-09-17,81.0,245.0,F,UNDRAFTED,,Bosnia
202066,Garrett,Temple,1986-05-08,78.0,195.0,G,UNDRAFTED,,USA
1891,Jason,Terry,1977-09-15,74.0,185.0,G,10,1999,USA
202738,Isaiah,Thomas,1989-02-07,69.0,185.0,G,60,2011,USA
202498,Lance,Thomas,1988-04-24,80.0,235.0,F,UNDRAFTED,,USA
202691,Klay,Thompson,1990-02-08,79.0,215.0,G,11,2011,USA
202684,Tristan,Thompson,1991-03-13,81.0,238.0,C,4,2011,Canada
1626253,Axel,Toupane,1992-07-23,79.0,210.0,G-F,UNDRAFTED,,France
1626157,Karl-Anthony,Towns,1995-11-15,84.0,244.0,C,1,2015,USA
200782,PJ,Tucker,1985-05-05,78.0,245.0,F,35,2006,USA
202323,Evan,Turner,1988-10-27,79.0,220.0,G-F,2,2010,USA
1626167,Myles,Turner,1996-03-24,83.0,243.0,C,11,2015,USA
2757,Beno,Udrih,1982-07-05,75.0,205.0,G,28,2004,Slovenia
1627755,Tyler,Ulis,1996-01-05,70.0,150.0,G,34,2016,USA
1627784,Jarrod,Uthoff,1993-05-19,81.0,221.0,F,UNDRAFTED,,USA
202685,Jonas,Valanciunas,1992-05-06,84.0,255.0,C,5,2011,Lithuania
1627756,Denzel,Valentine,1993-11-16,78.0,212.0,G,14,2016,USA
1627832,Fred,VanVleet,1994-02-25,72.0,195.0,G,UNDRAFTED,,USA
1626173,Rashad,Vaughn,1996-08-16,78.0,202.0,G,17,2015,USA
203943,Noah,Vonleh,1995-08-24,81.0,245.0,F,9,2014,USA
202696,Nikola,Vucevic,1990-10-24,84.0,260.0,C,16,2011,Montenegro
2756,Sasha,Vujacic,1984-03-08,79.0,195.0,G,27,2004,Slovenia
2548,Dwyane,Wade,1982-01-17,76.0,220.0,G,5,2003,USA
203079,Dion,Waiters,1991-12-10,76.0,220.0,G,4,2012,USA
202689,Kemba,Walker,1990-05-08,73.0,184.0,G,9,2011,USA
202322,John,Wall,1990-09-06,76.0,210.0,G,1,2010,USA
203933,TJ,Warren,1993-09-05,80.0,225.0,F,14,2014,USA
201228,C.J.,Watson,1984-04-17,74.0,175.0,G,UNDRAFTED,,USA
1627362,Briante,Weber,1992-12-29,74.0,165.0,G,UNDRAFTED,,USA
2561,David,West,1980-08-29,81.0,250.0,F,18,2003,USA
201566,Russell,Westbrook,1988-11-12,75.0,200.0,G,4,2008,USA
1627855,Okaro,White,1992-08-13,80.0,204.0,F,UNDRAFTED,,USA
1627785,Isaiah,Whitehead,1995-03-08,76.0,213.0,G,42,2016,USA
202355,Hassan,Whiteside,1989-06-13,84.0,265.0,C,33,2010,USA
203952,Andrew,Wiggins,1995-02-23,80.0,199.0,F,1,2014,Canada
1626210,Alan,Williams,1993-01-28,80.0,260.0,F-C,UNDRAFTED,,USA
101114,Deron,Williams,1984-06-26,75.0,200.0,G,3,2005,USA
202682,Derrick,Williams,1991-05-25,80.0,240.0,F,2,2011,USA
101150,Lou,Williams,1986-10-27,73.0,175.0,G,45,2005,USA
101107,Marvin,Williams,1986-06-19,81.0,237.0,F,2,2005,USA
1627786,Troy,Williams,1994-12-30,79.0,210.0,F,UNDRAFTED,,USA
1627787,Kyle,Wiltjer,1992-10-20,82.0,240.0,F,UNDRAFTED,,USA
1626159,Justise,Winslow,1996-03-26,79.0,225.0,F,10,2015,USA
203481,Jeff,Withey,1990-03-07,84.0,231.0,C,39,2013,USA
1626174,Christian,Wood,1995-09-27,83.0,220.0,F,UNDRAFTED,,USA
1897,Metta,World Peace,1979-11-13,79.0,260.0,F,16,1999,USA
201148,Brandan,Wright,1987-10-05,82.0,210.0,F,8,2007,USA
1626153,Delon,Wright,1992-04-26,77.0,190.0,G,20,2015,USA
203923,James,Young,1995-08-16,78.0,215.0,G-F,17,2014,USA
1626202,Joe,Young,1992-06-27,74.0,180.0,G,43,2015,USA
201156,Nick,Young,1985-06-01,79.0,210.0,G-F,16,2007,USA
201152,Thaddeus,Young,1988-06-21,80.0,221.0,F,12,2007,USA
203469,Cody,Zeller,1992-10-05,84.0,240.0,C,4,2013,USA
203092,Tyler,Zeller,1990-01-17,84.0,253.0,C,17,2012,USA
1627757,Stephen,Zimmerman,1996-09-09,84.0,240.0,C,41,2016,USA
1627835,Paul,Zipser,1994-02-18,80.0,210.0,F,48,2016,Germany
1627826,Ivica,Zubac,1997-03-18,85.0,240.0,C,32,2016,Bosnia
